,loss,accuracy,val_loss,val_accuracy,lr
0,1.661110520362854,0.3891783654689789,1.3151856660842896,0.4945741593837738,0.001
1,1.2258795499801636,0.5417835712432861,1.134833574295044,0.5741532444953918,0.001
2,1.1164937019348145,0.5818637013435364,1.1421529054641724,0.5790858268737793,0.001
3,1.0384938716888428,0.6174348592758179,1.0506019592285156,0.6113120913505554,0.001
4,0.9788898229598999,0.6412825584411621,1.0319119691848755,0.6067083477973938,0.001
5,0.9413236379623413,0.6493988037109375,1.027847409248352,0.6274251937866211,0.001
6,0.8980384469032288,0.6665330529212952,1.0142884254455566,0.6261098384857178,0.001
7,0.8719052076339722,0.6818637251853943,0.9632022976875305,0.6386057138442993,0.001
8,0.8348601460456848,0.6900801658630371,0.9516329169273376,0.6445248126983643,0.001
9,0.7933266162872314,0.7067134380340576,0.9583093523979187,0.637290358543396,0.001
10,0.7725662589073181,0.7227454781532288,0.9433410167694092,0.6603091359138489,0.001
11,0.7616178393363953,0.7232465147972107,0.9534639716148376,0.6520881056785583,0.001
12,0.7337879538536072,0.7308617234230042,0.9273650646209717,0.6603091359138489,0.001
13,0.6988928318023682,0.7436873912811279,0.9280199408531189,0.6593226194381714,0.001
14,0.6221592426300049,0.7772545218467712,0.9029827117919922,0.6754357218742371,0.0003
15,0.6030763387680054,0.7853707671165466,0.88016676902771,0.6836566925048828,0.0003
16,0.5734403133392334,0.7908817529678345,0.9034286737442017,0.6724761724472046,0.0003
17,0.5589616894721985,0.8032063841819763,0.8858269453048706,0.6760933995246887,0.0003
18,0.5489746332168579,0.8046092391014099,0.8900076746940613,0.6767510771751404,0.0003
19,0.5154623985290527,0.8164328932762146,0.8842188715934753,0.6721473336219788,9e-05
20,0.5047691464424133,0.8163326382637024,0.881696879863739,0.6777375936508179,9e-05
21,0.5017050504684448,0.8198396563529968,0.8729178309440613,0.6816836595535278,9e-05
22,0.49870267510414124,0.8232464790344238,0.8741664886474609,0.6803683042526245,2.7e-05
23,0.495209276676178,0.8225451111793518,0.8733856081962585,0.6829990148544312,2.7e-05
24,0.48496371507644653,0.8266533017158508,0.8711185455322266,0.6820124983787537,2.7e-05
25,0.48008841276168823,0.8295591473579407,0.8709854483604431,0.6823413372039795,1e-05
26,0.47774791717529297,0.8275551199913025,0.8726712465286255,0.6816836595535278,1e-05
27,0.4748942255973816,0.8285571336746216,0.8731130957603455,0.6820124983787537,1e-05
28,0.4875819981098175,0.830561101436615,0.8721506595611572,0.6797106266021729,1e-05
29,0.4842540919780731,0.8303607106208801,0.8701585531234741,0.681354820728302,1e-05
30,0.48750993609428406,0.8248497247695923,0.8710545897483826,0.6810259819030762,1e-05
31,0.4749671220779419,0.8302605152130127,0.8733507394790649,0.6823413372039795,1e-05
32,0.4814116656780243,0.8274549245834351,0.873734176158905,0.6836566925048828,1e-05
33,0.47892850637435913,0.8289579153060913,0.8716989755630493,0.6829990148544312,1e-05
34,0.4749152660369873,0.8344689607620239,0.8712983727455139,0.6843143701553345,1e-05
35,0.4781625270843506,0.8297595381736755,0.8717964887619019,0.6839855313301086,1e-05
36,0.4680786728858948,0.8312625288963318,0.8700017333030701,0.6843143701553345,1e-05
37,0.47997888922691345,0.8282564878463745,0.8700804114341736,0.6836566925048828,1e-05
38,0.4843936264514923,0.8260521292686462,0.8693405389785767,0.6829990148544312,1e-05
39,0.45810145139694214,0.8396793603897095,0.8698691725730896,0.6829990148544312,1e-05
40,0.47437360882759094,0.8333667516708374,0.8688622117042542,0.6836566925048828,1e-05
41,0.46974441409111023,0.8330661058425903,0.8701188564300537,0.6820124983787537,1e-05
42,0.468720406293869,0.8343687653541565,0.8699427247047424,0.6820124983787537,1e-05
43,0.46817082166671753,0.8359719514846802,0.8703562617301941,0.6829990148544312,1e-05
44,0.46892499923706055,0.8338677287101746,0.8698320388793945,0.6846432089805603,1e-05
45,0.4715787470340729,0.8284569382667542,0.8681719303131104,0.6846432089805603,1e-05
46,0.4682559072971344,0.8313627243041992,0.867290198802948,0.6849720478057861,1e-05
47,0.4677872955799103,0.8376753330230713,0.8661186099052429,0.685300886631012,1e-05
48,0.468169629573822,0.8348697423934937,0.8713747262954712,0.685300886631012,1e-05
49,0.4734765291213989,0.8284569382667542,0.868431031703949,0.6843143701553345,1e-05
