,loss,accuracy,val_loss,val_accuracy,lr
0,32.55314254760742,0.40406814217567444,18.40896987915039,0.2985859811306,0.001
1,6.016332626342773,0.5157514810562134,2.5559468269348145,0.44985201954841614,0.001
2,1.630395770072937,0.5748697519302368,1.5164775848388672,0.5041105151176453,0.001
3,1.1015925407409668,0.624168336391449,1.3194087743759155,0.5231831669807434,0.001
4,0.9304642677307129,0.6635871529579163,1.1766413450241089,0.556395947933197,0.001
5,0.8363208174705505,0.6914629340171814,1.552886962890625,0.47221308946609497,0.001
6,0.775888204574585,0.7144889831542969,1.4249517917633057,0.5350213646888733,0.001
7,0.7277174592018127,0.7342284321784973,1.2776308059692383,0.5508056282997131,0.001
8,0.5883829593658447,0.7849699258804321,1.196585774421692,0.5721802115440369,0.0003
9,0.5575301051139832,0.7959919571876526,1.2328392267227173,0.5728378891944885,0.0003
10,0.5381947159767151,0.8041683435440063,1.2530630826950073,0.5656034350395203,0.0003
11,0.5133175849914551,0.8137074112892151,1.2725616693496704,0.5725090503692627,0.0003
12,0.5020337700843811,0.8166332840919495,1.2884886264801025,0.5695495009422302,0.0003
13,0.4617425203323364,0.8339478969573975,1.3063479661941528,0.5748109221458435,9e-05
14,0.45273256301879883,0.834549069404602,1.2706490755081177,0.5734955668449402,9e-05
15,0.4497636556625366,0.8378958106040955,1.2815266847610474,0.5741532444953918,9e-05
16,0.44336187839508057,0.8411623239517212,1.3053964376449585,0.5725090503692627,9e-05
17,0.42738601565361023,0.8449499011039734,1.2990455627441406,0.5748109221458435,2.7e-05
18,0.42983943223953247,0.8450500965118408,1.2951908111572266,0.575797438621521,2.7e-05
19,0.4264671504497528,0.8452504873275757,1.3041044473648071,0.5751397609710693,2.7e-05
20,0.4222513735294342,0.8480961918830872,1.3068124055862427,0.573824405670166,2.7e-05
21,0.42222514748573303,0.8473146557807922,1.307278037071228,0.5774416327476501,2.7e-05
22,0.4209325313568115,0.8488577008247375,1.3050919771194458,0.575797438621521,2.7e-05
23,0.4173267185688019,0.8502204418182373,1.3099068403244019,0.5725090503692627,2.7e-05
24,0.41926857829093933,0.8482164144515991,1.3149861097335815,0.5734955668449402,2.7e-05
25,0.4150937497615814,0.8503607511520386,1.3206048011779785,0.5784281492233276,1e-05
26,0.41372397541999817,0.8517835736274719,1.309007167816162,0.5744820833206177,1e-05
27,0.4126746356487274,0.8507615327835083,1.3183987140655518,0.579743504524231,1e-05
28,0.4099512994289398,0.8527655601501465,1.3173799514770508,0.5767839550971985,1e-05
29,0.4087817370891571,0.8523446917533875,1.3199717998504639,0.5761262774467468,1e-05
30,0.4079776406288147,0.8528456687927246,1.3254057168960571,0.5751397609710693,1e-05
31,0.409254789352417,0.8518437147140503,1.3187255859375,0.5731667280197144,1e-05
32,0.4066000282764435,0.853446900844574,1.3325001001358032,0.573824405670166,1e-05
33,0.4095472991466522,0.8530861735343933,1.3201358318328857,0.5780993103981018,1e-05
34,0.40785691142082214,0.8535470962524414,1.318726658821106,0.5754685997962952,1e-05
35,0.40461602807044983,0.853987991809845,1.3240023851394653,0.575797438621521,1e-05
36,0.4078097939491272,0.8553506731987,1.3273189067840576,0.5744820833206177,1e-05
37,0.4068121910095215,0.8532264232635498,1.3220423460006714,0.5731667280197144,1e-05
38,0.4086827039718628,0.8540080189704895,1.3341386318206787,0.5790858268737793,1e-05
39,0.4052213728427887,0.8556112051010132,1.3370118141174316,0.5744820833206177,1e-05
40,0.4028269052505493,0.8548096418380737,1.326506495475769,0.5774416327476501,1e-05
41,0.4077393710613251,0.8540681600570679,1.3339033126831055,0.5761262774467468,1e-05
42,0.40375038981437683,0.8555911779403687,1.333627462387085,0.5774416327476501,1e-05
43,0.4043339490890503,0.8543487191200256,1.32784104347229,0.5754685997962952,1e-05
44,0.4037144184112549,0.855811595916748,1.3379597663879395,0.5741532444953918,1e-05
45,0.40139928460121155,0.8549900054931641,1.340338110923767,0.5754685997962952,1e-05
46,0.40384310483932495,0.8547895550727844,1.3340258598327637,0.5751397609710693,1e-05
47,0.4017151892185211,0.8576352596282959,1.3326202630996704,0.5744820833206177,1e-05
48,0.3998917043209076,0.8569739460945129,1.3376089334487915,0.577770471572876,1e-05
49,0.3994300365447998,0.8572144508361816,1.3452328443527222,0.5761262774467468,1e-05
